Query,Title,Author,Publisher,Publised Year,Categories,Distinc Amount,Average,Sentiment,Percentile
5,Restless,['William Boyd'],Vintage Canada,2010,['Fiction'],,,0.3202766666666667,0.31363949999999996
5,Assassination of Light: Modern Saudi Short Stories (Three Continents Press),['Ava Molnar Heinrichsdorff'],Three Continents,1990,['Fiction'],,,0.38571,0.31363949999999996
5,Fear itself : the horror fiction of Stephen King,"['Tim Underwood', 'Chuck Miller']",Signet Book,1985,['Fiction'],,,0.34,0.31363949999999996
5,Digging Up Bones: A Lance McNabb Mystery,['Steve Byas'],,2003,['Fiction'],,,0.31452222222222226,0.31363949999999996
5,On the Trail of Elder Brother: Glous'Gap Stories of the Micmac Indians,['Michael B. Runningwolf'],Turtleback,2003,['Fiction'],,,0.347015,0.31363949999999996
5,Women in the Wind,['T. A. Pilkington'],Austin MacAuley,2017,['Fiction'],,,0.5625,0.31363949999999996
5,Way of the Clans (Battletech),['Robert Thurston'],Ace,1991,['Fiction'],,,0.3358725,0.31363949999999996
5,Perchance to dream,['Charles Beaumont'],Penguin,2015,['Fiction'],,,0.4625,0.31363949999999996
5,The girls of Central High in camp Or The old professor's secret,['Gertrude Morrison'],Litres,2017,['Fiction'],,,0.475,0.31363949999999996
5,Secrets of the heart,['Mary Balogh'],Class Ebook Editions Ltd,2021,['Fiction'],,,0.44227,0.31363949999999996
5,"Joshua: The Journey Home : Joshua, Joshua and the Children, Joshua in the Holy Land",['Joseph F. Girzone'],Arrowood Press,1997,['Fiction'],,,0.32539769230769233,0.31363949999999996
5,Battletech 41: Warrior Coupe,['Michael A. Stackpole'],Roc,1998,['Fiction'],,,0.40335374999999996,0.31363949999999996
5,Horn Crown (Witch World),['Andre Norton'],Open Road Media,2014,['Fiction'],,,0.40045000000000003,0.31363949999999996
5,Inspector Morimoto and the Sushi Chef: A Detective Story set in Japan,['Timothy Hemion'],iUniverse,2005,['Fiction'],,,0.3707114285714286,0.31363949999999996
5,"The Church Is a Whore, but We Love Her",['T. N. McGill'],Vantage Press,2003,['Fiction'],,,0.3275,0.31363949999999996
5,Pumpkin Smile Hard,['Sasha Summers'],Tule Publishing,2020,['Fiction'],,,0.349275,0.31363949999999996
5,Moon Creek Road: Collected Stories,['Elana Nachman/Dykewomon'],Spinsters Ink,2003,['Fiction'],,,0.69,0.31363949999999996
5,Always Faithful (Angel's Touch),['Julie Miller'],Love Spell,2000,['Fiction'],,,0.37250000000000005,0.31363949999999996
5,Perfection Can Be Had!,['Jerry W. Wishes'],Productive Publications,2014,['FICTION'],,,0.415812,0.31363949999999996
5,JAMES BOND: Casino Royale; Live and Let Die; Moonraker; Diamonds Are Forever; Russia With Love; Dr. No; Goldfinger; Your Eyes Only; Thunderball; Spy Who Loved Me; Majesty's Secret Service; You Only Live Twice; Golden Gun; Octopussy; Colonel Sun,['Ian Fleming'],e-artnow,2017,['Fiction'],,,0.4406,0.31363949999999996
5,Dangerous Pursuits,['Laila Lalami'],Algonquin Books,2005,['Fiction'],,,0.3395566666666667,0.31363949999999996
5,The Children's Book of Heroes,['William J. Bennett'],Simon & Schuster,1997,['Fiction'],,,0.3156065217391305,0.31363949999999996
5,Son Of The Morning,['Mark Alder'],Simon and Schuster,2016,['Fiction'],,,0.48333,0.31363949999999996
5,Catfantastic 3 (Daw Book Collectors),"['Andre Norton', 'Martin Harry Greenberg']",M J F Books,1997,['Fiction'],,,0.46752499999999997,0.31363949999999996
5,Star Trek Voyager: A Vision of the Future,['Stephen Edward Poe'],Simon and Schuster,1998,['Fiction'],,,0.32024071428571427,0.31363949999999996
5,The Angel Whispered Danger,['Mignon F. Ballard'],Macmillan,2003,['Fiction'],,,0.32108749999999997,0.31363949999999996
5,Aesop's Fables (Signet Classics),['Aesop'],Signet Classic,2004,['Fiction'],,,0.37955333333333335,0.31363949999999996
5,"The Stars for a Light (Cheney Duvall, M.D.)",['Lynn Morris'],Hendrickson Pub,2011,['Fiction'],,,0.3748761538461538,0.31363949999999996
5,The Oxford Book of English Short Stories,['A. S. Byatt'],"Oxford University Press, USA",2009,['Fiction'],,,0.37,0.31363949999999996
5,Jack Sheppard (His Historical romances),['William Harrison Ainsworth'],e-artnow,2020,['Fiction'],,,0.46327,0.31363949999999996
5,"COME, MY BELOVED.",['Pearl S. Buck'],Open Road Media,2013,['Fiction'],,,0.5501075,0.31363949999999996
5,"The restless flame,: A novel",['Louis De Wohl'],Ignatius Press,1997,['Fiction'],,,0.34716857142857144,0.31363949999999996
5,The Garfield Secrecy,['Robert Bruce Stuart'],Vantage Press,2002,['Fiction'],,,0.31409428571428577,0.31363949999999996
5,The short stories of Katherine Mansfield,['Katherine Mansfield'],Simon and Schuster,2012,['Fiction'],,,0.316905,0.31363949999999996
5,Journey into Christmas,['Bess Streeter Aldrich'],U of Nebraska Press,1985,['Fiction'],,,0.5084500000000001,0.31363949999999996
5,Envious Casca,['Georgette Heyer'],Sourcebooks Landmark,2016,['Fiction'],,,0.34015,0.31363949999999996
5,The Long Dark,['Douglas Adams'],Simon and Schuster,1990,['Fiction'],,,0.3905075,0.31363949999999996
5,"By right of conquest, or, with Cortez in Mexico",['G. A. Henty'],Good Press,2019,['Fiction'],,,0.47125,0.31363949999999996
5,If You Only Knew,['Kristan Higgins'],HQN Books,2016,['Fiction'],,,0.4053966666666666,0.31363949999999996
5,"The Odyssey of Homer,",['Richmond Lattimore'],Harper Collins,2009,['Fiction'],,,0.42333,0.31363949999999996
5,"20th Century American Short Stories, Revised Edition, Volume 2",['John Updike'],Houghton Mifflin Harcourt,2000,['Fiction'],,,0.54,0.31363949999999996
5,"Carola,",['Joan Grant'],Pickle Partners Publishing,2016,['Fiction'],,,0.43,0.31363949999999996
5,Crying for Freedom: An African Across Europe to America,['Yaw Sachi'],AuthorHouse,2003,['Fiction'],,,0.335,0.31363949999999996
5,Home is on top of a dog house (A Twin Vision book),['C W J Henderson'],"Lulu Press, Inc",2013,['Fiction'],,,0.62232,0.31363949999999996
5,Pearls of Justice,['Linda L. Shabazz'],Protea Pub,2003,['Fiction'],,,0.3453257142857143,0.31363949999999996
5,A Land to Call Home (Red River of the North #3),['Lauraine Snelling'],Baker Books,2006,['Fiction'],,,0.3651442857142857,0.31363949999999996
5,Precious Jewel,['Mary Balogh'],Dell Publishing Company,2009,['Fiction'],,,0.38988500000000004,0.31363949999999996
5,Spice World: The Movie: The Official Book of the Film,"['Spice Girls', 'Sue Carswell']",Three Rivers Press (CA),1997,['Fiction'],,,0.34704521739130434,0.31363949999999996
5,"Ordinary families,: A novel",['Fiona Lowe'],Fiona Lowe,2020,['Fiction'],,,0.44286,0.31363949999999996
5,Evidence of Mercy/Justifiable Means/Ulterior Motives/Presumption of Guilt (Sun Coast Chronicles 1-4),['Terri Blackstock'],Zondervan,2010,['Fiction'],,,0.3728369230769231,0.31363949999999996
5,The Fragrant Flower,['Barbara Cartland'],Barbara Cartland Ebooks Ltd ,2012,['Fiction'],,,0.45225000000000004,0.31363949999999996
5,The creepers,['David Morrell'],David Morrell ,2011,['Fiction'],,,0.32,0.31363949999999996
5,Bravo Two Sierra,['Stephen R. Gagin'],Airleaf,2004,['Fiction'],,,0.33333,0.31363949999999996
5,TIME AND AGAIN (scribner paperback fiction),['Jack Finney'],Simon and Schuster,1995,['Fiction'],,,0.725,0.31363949999999996
5,Like Water for Chocolate 1ST Edition,['Laura Esquivel'],Anchor,2002,['Fiction'],,,0.41818,0.31363949999999996
5,The Alchemist's Daughter (Harlequin Historical),['Elaine Knighton'],Harlequin,2012,['Fiction'],,,0.34137,0.31363949999999996
5,Fifty Famous People (Illustrated book of short stories),['James Baldwin'],Litres,2021,['Fiction'],,,0.33532600000000007,0.31363949999999996
5,The best of C. L. Moore,['C.L. Moore'],Diversion Publishing Corp.,2015,['Fiction'],,,0.3358875,0.31363949999999996
5,Dance While You Can,['Susan Lewis'],Random House,2010,['Fiction'],,,0.3530933333333333,0.31363949999999996
5,Grayfox (The Journals of Corrie Belle Hollister #8),['Michael Phillips'],Baker Books,2016,['Fiction'],,,0.359524,0.31363949999999996
5,The forever Christmas tree,['Sandra Hill'],HarperCollins,2018,['Fiction'],,,0.33095,0.31363949999999996
5,Irish Hearts - Caress Across the Ocean,['Claudia E. Thomas'],Blazebooks,1998,['Fiction'],,,0.3274066666666666,0.31363949999999996
5,Amish Country Postcard Book,['Beverly Lewis'],Bethany House,2007,['Fiction'],,,0.47231999999999996,0.31363949999999996
5,The Devil in the Flesh,['Raymond Radiguet'],Penguin,2020,['Fiction'],,,0.3309333333333333,0.31363949999999996
5,Words Of My Roaring,['Robert Kroetsch'],University of Alberta,2000,['Fiction'],,,0.376465,0.31363949999999996
5,Young Henry of Navarre,['Heinrich Mann'],Overlook Press,1984,['Fiction'],,,0.3313333333333333,0.31363949999999996
5,St. Peter's Fiasco: The Perfect Storm Spoof,['Kory Curcuru'],,2003,['Fiction'],,,0.3424963157894737,0.31363949999999996
5,The Way of the Wolf: The Gospel in New Images,['Martin Bell'],,1983,['Fiction'],,,0.31990999999999997,0.31363949999999996
5,Sign of the Calla Lily: Book I,['Rebecca Wells'],Harper Collins,2009,['Fiction'],,,0.45293333333333335,0.31363949999999996
5,The devil in the flesh,['Raymond Radiguet'],Penguin,2020,['Fiction'],,,0.3309333333333333,0.31363949999999996
5,Tropical Fish,['Doreen Baingana'],Broadway Books,2006,['Fiction'],,,0.45,0.31363949999999996
5,Song of Redemption (Chronicles of the Kings #2),['Lynn Austin'],Bethany House Publishers,2005,['Fiction'],,,0.31979116504854366,0.31363949999999996
5,In My Sister's Shoes,['Sinead Moriarty'],Penguin UK,2008,['Fiction'],,,0.31655222222222223,0.31363949999999996
5,Journey To The West (Boxed Set of 4 Volumes),"['Wu Cheng-En', 'Collinson Fair']",Disruptive Pub,2005,['Fiction'],,,0.377895,0.31363949999999996
5,"Bacon is Shake-speare: Together with a reprint of Bacon's Promus of formularies and elegancies,",['Edwin Sir Durning-Lawrence'],Good Press,2019,['Fiction'],,,0.41389,0.31363949999999996
5,God's Mafia,['Alfred Fortino'],,2001,['Fiction'],,,0.40873,0.31363949999999996
5,Deathworld 2,['Harry Harrison'],Ace Books,1987,['Fiction'],,,0.3386266666666667,0.31363949999999996
5,The lighted box,['Shane Jones'],Penguin,2010,['Fiction'],,,0.8125,0.31363949999999996
5,Edmund Dulac's Fairy Book: Fairy Tales of the Allied Nations.,['Edmund Dulac'],Good Press,2019,['Fiction'],,,0.40249999999999997,0.31363949999999996
5,The Dwarf and the Demon Tongue,['William Creed'],,2013,['Fiction'],,,0.416055,0.31363949999999996
5,For The Love Of My Life,['Rosie Walsh'],Penguin,2022,['Fiction'],,,0.33611,0.31363949999999996
5,The Best Short Stories of O. Henry,['O. Henry'],Tacet Books,2019,['Fiction'],,,0.34328368421052635,0.31363949999999996
5,Sword and sorceress xii,['Marion Zimmer Bradley'],"D A W Books, Incorporated",1995,['Fiction'],,,0.33889,0.31363949999999996
5,Madame Serpent,['Jean Plaidy'],Simon and Schuster,2012,['Fiction'],,,0.3771166666666667,0.31363949999999996
5,Sleeping Arrangements (Silhouette Desire),['Amy Jo Cousins'],Harlequin,2010,['Fiction'],,,0.39659666666666665,0.31363949999999996
5,The House of Moses All-Stars,['Charley Rosen'],Seven Stories Press,2012,['Fiction'],,,0.376488,0.31363949999999996
5,V-2;,['Robert Harris'],Vintage,2020,['Fiction'],,,0.4939799999999999,0.31363949999999996
5,The Child From The Sea,['Elizabeth Goudge'],,2016,['Fiction'],,,0.3515966666666667,0.31363949999999996
5,Kat's Cradle,['Kurt Vonnegut'],Dial Press,2009,['Fiction'],,,0.49861333333333335,0.31363949999999996
5,Guyana,['Wilson Harris'],Faber & Faber,2021,['Fiction'],,,0.32104,0.31363949999999996
5,The Clayborne Brides,['Julie Garwood'],Simon and Schuster,2010,['Fiction'],,,0.3197472413793103,0.31363949999999996
5,La cucarachita Martina y otros relatos (Spanish Edition),['Rafael Ocasio'],Rutgers University Press,2021,['Fiction'],,,0.4,0.31363949999999996
5,Homing,['John Saul'],Fawcett,2010,['Fiction'],,,0.4875,0.31363949999999996
5,Flight to Canada,['Ishmael Reed'],Open Road Media,2013,['Fiction'],,,0.3207028571428571,0.31363949999999996
5,Ralph Compton Bullet Creek (Ralph Compton Novels),"['Ralph Compton', 'Peter Brandvold']",Penguin,2005,['Fiction'],,,0.3169125,0.31363949999999996
5,No Coffin For The Corpse,['Clayton Rawson'],Open Road Media,2012,['Fiction'],,,0.37917,0.31363949999999996
5,A Planter of Malta,['Joseph Conrad'],Quiet Vision Pub,2003,['Fiction'],,,0.4375,0.31363949999999996
5,"Her Secret Bodyguard (Romance, 3591)",['Day Leclaire'],Harlequin,2014,['Fiction'],,,0.45278,0.31363949999999996
5,The Colors of Memory,['Julianne MacLean'],Julianne MacLean,2014,['Fiction'],,,0.40833,0.31363949999999996
5,Frankenstein or The Modern Prometheus: The 1818 Text (Oxford World's Classics),['Mary Wollstonecraft Shelley'],Oxford University Press,2018,['Fiction'],,,0.3143241176470588,0.31363949999999996
5,Solomon & Sheba,['Toni Morrison'],Everyman's Library,1995,['Fiction'],,,0.377085,0.31363949999999996
5,A Robert Silverberg Omnibus,['Robert Silverberg'],Harpercollins,1981,['Fiction'],,,0.37111,0.31363949999999996
5,Slide rule;: The autobiography of an engineer,['Nevil Shute'],Vintage,2010,['Fiction'],,,0.38032,0.31363949999999996
5,The Warriors,['Sol Yurick'],Open Road + Grove/Atlantic,2007,['Fiction'],,,0.32949133333333336,0.31363949999999996
5,Cross-stitch Patterns for Mother Goose's Words of Wit and Wisdom,['Tedd Arnold'],Dutton Adult,1990,['Fiction'],,,0.3466314285714286,0.31363949999999996
5,The Horsemasters,['Joan Wolf'],E P Dutton,1993,['Fiction'],,,0.35751999999999995,0.31363949999999996
5,The Perfect Neighbor (The Macgregors),['Nora Roberts'],St. Martin's Paperbacks,2020,['Fiction'],,,0.3520350847457627,0.31363949999999996
5,Dogs of Babel,['Carolyn Parkhurst'],"Little, Brown",2003,['Fiction'],,,0.384025,0.31363949999999996
5,The Year of the Lucy,['Anne McCaffrey'],Random House,2012,['Fiction'],,,0.3637075,0.31363949999999996
5,"Unlikely Duet (Caledonia Chronicles, Pt. 1.)",['Donna Winters'],Great Lakes Romances,1998,['Fiction'],,,0.51528,0.31363949999999996
5,Too Late the Phalarope,['Alan Paton'],Simon and Schuster,2011,['Fiction'],,,0.3242164705882353,0.31363949999999996
5,Minds Eye Theater: The Changing Breeds 1 (Laws of the Wild) (No. 1),['Peter Woodworth'],White Wolf Pub,2000,['Fiction'],,,0.37708,0.31363949999999996
5,Flowers in the Blood: 2,['Gay Courter'],Backinprint.Com,2002,['Fiction'],,,0.38680571428571425,0.31363949999999996
5,"100: Sudden Fiction, Sexual Fiction",['Marcus Wyche'],Xlibris Corporation,2002,['Fiction'],,,0.43246999999999997,0.31363949999999996
5,Singing to Cuba,['Margarita Engle'],Arte Publico Press,1993,['Fiction'],,,0.31901,0.31363949999999996
5,By right of conquest: A novel,['G. A. Henty'],BookRix,2019,['Fiction'],,,0.4125,0.31363949999999996
5,Shadows of Light (Shadow of Dreams Series #3),['Eva Marie Everson'],Barbour Pub Incorporated,2003,['Fiction'],,,0.31818142857142856,0.31363949999999996
5,Sweet Lies,"[""Catherine O'Connor""]",Harlequin,2011,['Fiction'],,,0.390355,0.31363949999999996
5,Reilly's Luck (G K Hall Large Print Book Series),"[""Louis L'Amour""]",G K Hall & Company,1970,['Fiction'],,,0.3391247619047619,0.31363949999999996
5,All The Rage This Year: The Phobos Science Fiction Anthology (Phobos Award S.) (Vol.3),"['Orson Scott Card', 'Keith Olexa']",,2002,['Fiction'],,,0.346675,0.31363949999999996
5,The Richest Family in the World: Family Secrets,['Eddie Rogers Sr.'],iUniverse,2005,['Fiction'],,,0.472395,0.31363949999999996
5,Whiteoaks,['Mazo De la Roche'],Dundurn,2006,['Fiction'],,,0.36378,0.31363949999999996
5,Round Up the Stories of Ring W Lardner,['Ring Jr. Lardner'],Oswald Press,2013,['Fiction'],,,0.41,0.31363949999999996
5,Lorna Doone (World's Classics),['R. D. Blackmore'],Oxford Paperbacks,2008,['Fiction'],,,0.32921,0.31363949999999996
5,Grass Roots,['Stuart Woods'],Simon and Schuster,2012,['Fiction'],,,0.3232642105263157,0.31363949999999996
5,Royal Matrimony,['Candi Murphy'],iUniverse,2004,['Fiction'],,,0.34965500000000005,0.31363949999999996
5,War Party (Thorndike Western II),['Max Brand'],,1986,['Fiction'],,,0.4887825,0.31363949999999996
5,The Eagle And The Raven Part 1 Of 3,"['Pauline Gedge', 'Donna Gillespie']",Chicago Review Press,2007,['Fiction'],,,0.425,0.31363949999999996
5,Fireflies (Twentieth Century Classics),['Shiva Naipaul'],Penguin UK,2012,['Fiction'],,,0.4,0.31363949999999996
5,When Hope Springs New (Canadian West #4),['Janette Oke'],Baker Books,2005,['Fiction'],,,0.31374130434782604,0.31363949999999996
5,Cat's Collar - Three Erotic Romances,['Maria Isabel Pita'],Magic Carpet Books Incorporated,2005,['Fiction'],,,0.32323999999999997,0.31363949999999996
5,The Secret of the Crooked Cat (Three Investigators),['Wiliam Arden'],Kosmos,2015,['Fiction'],,,0.39107,0.31363949999999996
5,Champagne Girl,['Diana Palmer'],Harlequin,2015,['Fiction'],,,0.332413,0.31363949999999996
5,Stone Shelters,['Jean M. Auel'],Hachette UK,2010,['Fiction'],,,0.5,0.31363949999999996
5,Probable Cause (Silhouette Intimate Moments),['Marilyn Pappano'],Harlequin Books,1991,['Fiction'],,,0.33762,0.31363949999999996
5,COLD COMPANY,['Sue Henry'],Harper Collins,2009,['Fiction'],,,0.54,0.31363949999999996
5,Long Ride Home (G K Hall Large Print Book Series),['Danielle Steel'],G K Hall & Company,1998,['Fiction'],,,0.31982428571428567,0.31363949999999996
5,The Chip-Chip Gatherers (Penguin Twentieth-Century Classics),['Shiva Naipaul'],Penguin Classics,1996,['Fiction'],,,0.332215,0.31363949999999996
5,Passion And Scandal (Bachelor Arms) (Harlequin Temptation),['Kate Hoffmann'],Harlequin Treasury-Harlequin Temptation 90s,1995,['Fiction'],,,0.47,0.31363949999999996
5,Mcsweeney's Issues One Through Three,['Dave Eggers'],McSweeneys Books,2006,['Fiction'],,,0.318975,0.31363949999999996
5,The Empty Land (G K Hall Large Print Book Series),"[""Louis L'Amour""]",G K Hall & Company,1998,['Fiction'],,,0.35042666666666666,0.31363949999999996
5,Cat's Magic,['Whitley Strieber'],Crossroad Press,2019,['Fiction'],,,0.4625,0.31363949999999996
5,Mountain Magic,['Thomas Mann'],Everyman's Library,2005,['Fiction'],,,0.530415,0.31363949999999996
5,Isaac Asimov Presents the Best Crime Stories of the 19th Century,"['Isaac Asimov', 'Martin Harry Greenberg']",Knightsbridge Publishing Company,1990,['Fiction'],,,0.32619,0.31363949999999996
5,The Prince (Berkley Sensation),['Elizabeth Minogue'],Berkley,2004,['Fiction'],,,0.3291616666666667,0.31363949999999996
5,Goodbye Dearie,['Daniel Harris'],Publishamerica Incorporated,2002,['Fiction'],,,0.38059,0.31363949999999996
5,Peter's people,['GENEVIEVE TALLMAN ARBOGAST'],Xlibris Corporation,2008,['Fiction'],,,0.3342,0.31363949999999996
5,The Spy's Bride (Zebra Historical Romance),['Nita Abrams'],Zebra Books,2003,['Fiction'],,,0.36280500000000004,0.31363949999999996
5,THE WEDDING JOURNEY.,['Cheryl St.John'],Harlequin,2012,['Fiction'],,,0.44659,0.31363949999999996
5,The city,['Dean Koontz'],Bantam,2015,['Fiction'],,,0.32106,0.31363949999999996
5,"Murder, Mystery and Malone (Crippen & Landau Lost Classics)","['Craig Rice', 'Jeffrey Alan Marks']",Crippen & Landru Pub,2002,['Fiction'],,,0.36042,0.31363949999999996
5,Dragonquest (Dragonriders of Pern Series),['Anne McCaffrey'],Del Rey,2002,['Fiction'],,,0.3187180722891566,0.31363949999999996
5,Enchanted Isles,['Casey Flynn'],Spectra,1991,['Fiction'],,,0.33383,0.31363949999999996
5,Time-Kissed Destiny,"[""Constance O'Day-Flannery""]",Zebra Books,1998,['Fiction'],,,0.37652875,0.31363949999999996
5,Bounce: A Screenplay,['Don Roos'],Miramax Books,2000,['Fiction'],,,0.8,0.31363949999999996
5,A Caretaker of Love,['Barbara Cartland'],G K Hall & Company,2001,['Fiction'],,,0.33333,0.31363949999999996
5,Dance With Desire,['Elie Wiesel'],Knopf,2009,['Fiction'],,,0.440835,0.31363949999999996
5,The memoirs of Jacques Casanova de Seingalt,['Jacques Casanova de Seingalt'],BoD – Books on Demand,2018,['Fiction'],,,0.395,0.31363949999999996
5,"Here, I Am",['Jonathan Safran Foer'],"Farrar, Straus and Giroux",2016,['Fiction'],,,0.625,0.31363949999999996
5,The Letters of Danny Coyle,['D. Ennis'],Infinity Pub,2002,['Fiction'],,,0.41189,0.31363949999999996
5,polly pepper's book [ the stories polly pepper told],['MARGARET SIDNEY'],Abela Publishing Ltd,2020,['Fiction'],,,0.47813,0.31363949999999996
5,Ancient apostles,['David O. McKay'],Good Press,2021,['Fiction'],,,0.36667,0.31363949999999996
5,Trailsman 197: Utah Uprising,['Jon Sharpe'],Penguin,1998,['Fiction'],,,0.31562,0.31363949999999996
5,Eating Up Italy,['Matthew Fort'],HarperCollins UK,2010,['Fiction'],,,0.3302716666666667,0.31363949999999996
5,Sailing Alone around the World (Shambhala Library),['Joshua Slocum'],Shambhala Publications,2005,['Fiction'],,,0.341064,0.31363949999999996
5,The Chinese Nail Murders: A Judge Dee Detective Story,"['Robert Hans van Gulik', 'Robert van Gulik']",University of Chicago Press,1977,['Fiction'],,,0.32836750000000003,0.31363949999999996
5,Murder Well-Done (Hemlock Falls Mysteries Ser.),['Claudia Bishop'],Berkley,1994,['Fiction'],,,0.3138375,0.31363949999999996
5,HIGH WALK.,['Camilla Morton'],Hodder,2009,['Fiction'],,,0.69688,0.31363949999999996
5,The Before Columbus Foundation Fiction Anthology,"['Ishmael Reed', 'Kathryn Trueblood', 'Shawn Wong']",W. W. Norton,1992,['Fiction'],,,0.525,0.31363949999999996
5,Ahora Te Toca a Ti Senor,['Eloi Vila'],Roca editorial,2010,['Fiction'],,,0.5,0.31363949999999996
5,Wedding Of The Year (American Romance),['Tayari Jones'],Algonquin Books,2018,['Fiction'],,,0.335,0.31363949999999996
5,Ties that Bind (Ribbons West) (No 3),"['Judith Pella', 'Tracie Peterson']",Baker Books,2012,['Fiction'],,,0.4563244444444444,0.31363949999999996
5,The Undying Machine (Machines Unbound Series),['Charles Phipps'],Fandom Press,2006,['Fiction'],,,0.36222,0.31363949999999996
5,The Beautiful Ones (Arabesque),['Adrianne Byrd'],HarperCollins UK,2013,['Fiction'],,,0.3365503125,0.31363949999999996
5,Santiago and the Drinking Party,['Clay Morgan'],Viking Press,1992,['Fiction'],,,0.3263566666666667,0.31363949999999996
5,Westward the Dream (Ribbons West) (Book 1),"['Judith Pella', 'Tracie Peterson']",Bethany House,2011,['Fiction'],,,0.3825518181818182,0.31363949999999996
5,Measure of a Man (Arabesque),['Adrianne Byrd'],Kimani Press,2012,['Fiction'],,,0.334356,0.31363949999999996
5,My Mother's Secret Life,['J. L. Witterick'],Berkley,2014,['Fiction'],,,0.42860999999999994,0.31363949999999996
5,Buddhist Festivals Pb (Celebrate),['Chang-Wuk Kang M.D.'],Dorrance Publishing,2016,['Fiction'],,,0.35,0.31363949999999996
5,The Way Things Were,['Aatish Taseer'],"Farrar, Straus and Giroux",2015,['Fiction'],,,0.35116,0.31363949999999996
5,The Bluestocking's Dilemma (Signet),['Evelyn Richardson'],Belgrave House,2010,['Fiction'],,,0.3914533333333334,0.31363949999999996
5,Dance Away (Big Books Series),['Susan Elizabeth Phillips'],HarperCollins,2020,['Fiction'],,,0.3239,0.31363949999999996
5,A Heart Too Proud (Candlelight Regency #227),['Laura London'],Dell,1985,['Fiction'],,,0.3702357142857143,0.31363949999999996
5,The Arthurian legends: An illustrated anthology,['Richard W. Barber'],"Totowa, N.J. : Littlefield, Adams",1979,['Fiction'],,,0.596875,0.31363949999999996
5,Heartburn & Reflux For Dummies (For Dummies (Health & Fitness)),['Nora Ephron'],Vintage,2011,['Fiction'],,,0.32318111111111114,0.31363949999999996
5,Boys on the Prowl,['John Patrick'],Starbooks,2000,['Fiction'],,,0.3564333333333333,0.31363949999999996
5,William Faulkner,['William Faulkner'],Vintage,2011,['Fiction'],,,0.38881,0.31363949999999996
5,Legends Of Texas,['J. Frank Dobie'],Pelican Publishing,1995,['Fiction'],,,0.582408,0.31363949999999996
5,Lemon sky,['John D. MacDonald'],Random House Trade Paperbacks,2013,['Fiction'],,,0.35,0.31363949999999996
5,The Arabian Nights II: Sindbad and Other Popular Stories (Everyman's Library),['Husain Haddawy'],Everyman's Library,1998,['Fiction'],,,0.34493999999999997,0.31363949999999996
5,The Red Badge of Courage (Audio CD Classics Collection),['Stephen Crane'],Oxford University Press,2008,['Fiction'],,,0.42812,0.31363949999999996
5,Daughters and Mothers,['Rae Meadows'],Henry Holt and Company,2011,['Fiction'],,,0.46134375,0.31363949999999996
5,"Dardedel: Rumi, Hafez & Love in New York",['Manoucher Parvin'],Open Road Media,2015,['Fiction'],,,0.3500414285714286,0.31363949999999996
5,The Innocent Flower,['Charlotte Armstrong'],Open Road Media,2012,['Fiction'],,,1.0,0.31363949999999996
5,Snow in the river,['Carol Ryrie Brink'],,1993,['Fiction'],,,0.329515,0.31363949999999996
5,Waiting for Godalming,['Robert Rankin'],Doubleday UK,2000,['Fiction'],,,0.41861000000000004,0.31363949999999996
5,"Beads to Buckskins, Vol. 3",['Joan Johnston'],HQN Books,2016,['Fiction'],,,0.366535,0.31363949999999996
5,The Bitter Tea of General Yen,"['Grace Zaring Stone', 'Victoria Wilson']",Vintage,2014,['Fiction'],,,0.31366,0.31363949999999996
5,The Little Disturbances of Man: Stories of Men and Women At Love,['Grace Paley'],Penguin,1985,['Fiction'],,,0.33274000000000004,0.31363949999999996
5,The Girl Who Fell from the Sky & Other Classic Philippine Legends,['Heidi W. Durrow'],Algonquin Books,2011,['Fiction'],,,0.43975,0.31363949999999996
5,G-8 And His Battle Aces #13: The Spider Staffel,"['Robert J. Hogan', 'Frederick Blakeslee']",,2009,['Fiction'],,,0.32066,0.31363949999999996
5,La casa del poder (Kalpa imperial) (Spanish Edition),['Alex MacFarlane'],Robinson,2014,['Fiction'],,,0.4749999999999999,0.31363949999999996
5,A Killing Spring: A Joanne Kilbourn Mystery,['Gail Bowen'],McClelland & Stewart,2011,['Fiction'],,,0.3875,0.31363949999999996
5,Grazer I,['John Spiegel'],Xulon Press,2003,['Fiction'],,,0.4004566666666667,0.31363949999999996
5,Wall Street on a Shoestring : Financial Success for Just $5 a Day,['Edwin LeFevre '],Strelbytskyy Multimedia Publishing,2021,['Fiction'],,,0.36164,0.31363949999999996
5,Another man's gold: A novel of the life & times of James B. Stuart in early Montana,['Rod Johnson'],Stoneydale PressPub Company,2001,['Fiction'],,,0.42106,0.31363949999999996
5,The Honorable Correspondent,['Henry Scholder'],Open Road Media,2016,['Fiction'],,,0.481375,0.31363949999999996
5,A Walk In Autumn's Mist,['Mark Barresi'],AuthorHouse,2011,['Fiction'],,,0.47029,0.31363949999999996
5,Unto a Good Land,['Vilhelm Moberg'],Borealis Book,1995,['Fiction'],,,0.31879555555555555,0.31363949999999996
5,Old Ben (Juvenile Series),"['Jesse Stuart', 'Jerry A. Herndon', 'Robert Henneberger']",,1993,['Fiction'],,,0.323055,0.31363949999999996
5,Five Brothers And A Baby: The Tanners Of Texas (Silhouette Desire),['Peggy Moreland'],Silhouette,2010,['Fiction'],,,0.33333,0.31363949999999996
